trayectoria,S_T
1978,1734.39
1979,702.136
1980,709.779
1981,781.383
1982,1154.54
1983,870.19
1984,1089.92
1985,1031.54
1986,1487.21
1987,1621.34
1988,1146.54
1989,1271.85
1990,1008.69
1991,999.905
1992,819.259
1993,1004.73
1994,1303.07
1995,1478.09
1996,843.87
1997,937.104
1998,1188.99
1999,1455.25
2000,1218.72
2001,1175.51
2002,1096.55
2003,871.29
2004,1249.65
2005,1119.02
2006,1180.77
2007,1018.18
2008,1019.07
2009,1018.92
2010,849.616
2011,1212.42
2012,989.048
2013,868.922
2014,879.932
2015,941.982
2016,1445.95
2017,1004.54
2018,1179.06
2019,1175.12
2020,700.341
2021,1018.54
2022,956.057
2023,1168.74
2024,1484.38
2025,898.68
2026,778.398
2027,1031.66
2028,835.361
2029,658.342
2030,1291.05
2031,989.767
2032,1174.99
2033,1315.75
2034,910.898
2035,1037.14
2036,863.791
2037,1018.8
2038,1027.24
2039,969.757
2040,887.41
2041,632.16
2042,854.523
2043,1115.81
2044,809.078
2045,1193.2
2046,752.221
2047,1024.1
2048,1356.79
2049,1199.22
2050,1147.94
2051,1118.66
2052,1032.56
2053,919.49
2054,1130.33
2055,802.235
2056,982.189
2057,972.287
2058,1006.59
2059,1045.09
2060,967.685
2061,1010.41
2062,895.256
2063,679.389
2064,1337.28
2065,712.11
2066,861.168
2067,1242.1
2068,850.4
2069,1089.82
2070,1087.99
2071,1114.18
2072,1127.64
2073,928.425
2074,789.073
2075,600.255
2076,1113.31
2077,1175.3
2078,887.025
2079,1314.4
2080,897.467
2081,1108.23
2082,915.182
2083,1014.96
2084,961.697
2085,1061.42
2086,1165.28
2087,892.658
2088,1308.39
2089,1114.15
2090,850.194
2091,1005.58
2092,941.944
2093,1417.11
2094,1296.18
2095,1056.3
2096,1084.64
2097,1124.85
2098,1235.11
2099,788.401
2100,981.266
2101,1125.07
2102,1100.66
2103,993.303
2104,1175.77
2105,832.54
2106,1048.23
2107,1641.72
2108,922.645
2109,896.753
2110,1170
2111,906.535
2112,1068.77
2113,1067.93
2114,1314.48
2115,1555.22
2116,1157.34
2117,1041.83
2118,796.77
2119,958.372
2120,1134.56
2121,921.738
2122,1060.69
2123,1088
2124,1068.01
2125,878.739
2126,937.973
2127,1383.39
2128,1272.83
2129,901.401
2130,966.999
2131,1249.66
2132,1031.48
2133,1158.32
2134,888.193
2135,1340.4
2136,1483.02
2137,1099.23
2138,769.709
2139,1012.38
2140,837.229
2141,1054.93
2142,1130.07
2143,1171.11
2144,821.084
2145,1082.35
2146,1019.19
2147,1042.1
2148,1039.18
2149,1023.64
2150,1719.95
2151,1210.57
2152,982.101
2153,637.276
2154,803.808
2155,1085.49
2156,719.142
2157,1239.07
2158,1035.4
2159,1247.3
2160,801.035
2161,725.168
2162,1453.94
2163,953.795
2164,778.801
2165,819.44
2166,878.834
2167,1015.72
2168,872.959
2169,1170.48
2170,1083.94
2171,638.509
2172,954.442
2173,693.966
2174,892.155
2175,792.763
2176,1016.78
2177,1067.67
2178,1163.22
2179,1157.35
2180,961.437
2181,1102.15
2182,1019.81
2183,901.902
2184,906.866
2185,1213.28
2186,932.596
2187,1051.1
2188,846.302
2189,1087.14
2190,1214.03
2191,1074.1
2192,1224.22
2193,905.396
2194,1256.33
2195,1125.92
2196,901.109
2197,920.337
2198,998.006
2199,694.475
2200,910.368
2201,1096.97
2202,808.699
2203,1092.96
2204,1188.21
2205,1239.01
2206,1144.62
2207,1089.83
2208,797.797
2209,1071.85
2210,1119.41
2211,1276.24
2212,865.175
2213,837.731
2214,1023.3
2215,758.203
2216,748.269
2217,621.114
2218,856.017
2219,1100.74
2220,1082.15
2221,1105.07
2222,1782.39
2223,916.227
2224,1199.12
2225,709.575
2226,1116.76
2227,1090.05
2228,1358.07
2229,1025.58
2230,801.621
2231,847.355
2232,971.414
2233,879.598
2234,1060.09
2235,1362.24
2236,1257.55
2237,734.143
2238,1033.07
2239,880.278
2240,1483.7
2241,1470.37
2242,891.045
2243,908.149
2244,1381.32
2245,843.793
2246,835.368
2247,1272.03
2248,849.219
2249,1316.95
2250,989.119
2251,1424.67
2252,1110.12
2253,910.387
2254,720.334
2255,1259.38
2256,931.438
2257,895.078
2258,960.985
2259,1177.91
2260,995.739
2261,1093.41
2262,749.751
2263,969.017
2264,738.927
2265,1004.31
2266,880.824
2267,829.033
2268,932.201
2269,1462.73
2270,1282.47
2271,1266.79
2272,1232.11
2273,924.033
2274,1074.13
2275,1447.74
2276,1134.4
2277,1303.76
2278,892.08
2279,1250.48
2280,1103.36
2281,1066.97
2282,1026.32
2283,855.615
2284,1459.23
2285,1135.13
2286,896.278
2287,1081.98
2288,904.291
2289,1023.67
2290,1062.1
2291,1076.53
2292,901.271
2293,1205.28
2294,821.081
2295,1059.91
2296,1261.01
2297,1041.45
2298,1539.49
2299,854.997
2300,1096.78
2301,1587.59
2302,852.959
2303,1101.13
2304,989.611
2305,937.391
2306,833.733
2307,1174.94
2308,1103.58
2309,1270.98
2310,1110.84
2311,1273.11
2312,927.034
2313,626.637
2314,1656.73
2315,1040.53
2316,693.476
2317,1125.96
2318,932.063
2319,932.068
2320,1063.3
2321,766.02
2322,759.467
2323,1023.2
2324,1395.59
2325,1223.01
2326,1110.82
2327,1368.06
2328,1288.09
2329,689.36
2330,757.324
2331,822.369
2332,979.796
2333,868.991
2334,879.502
2335,1197.48
2336,754.988
2337,717.31
2338,1105.55
2339,1015.64
2340,840.386
2341,865.746
2342,1060.93
2343,1047.99
2344,900.594
2345,1119.33
2346,960.349
2347,1231.19
2348,962.415
2349,789.521
2350,871.361
2351,858.586
2352,1232.01
2353,880.927
2354,984.885
2355,934.342
2356,952.662
2357,763.763
2358,1099.69
2359,1078.42
2360,1256.79
2361,970.137
2362,1244.49
2363,1400.23
2364,1010.37
2365,1008.07
2366,1241.43
2367,936.746
2368,976.602
2369,765.606
2370,1725.79
2371,1108.75
2372,1171.08
2373,1083.56
2374,1454.32
2375,1051.22
2376,938.906
2377,1154.84
2378,1489.69
2379,1218.24
2380,772.97
2381,1065
2382,1092.72
2383,935.134
2384,931.29
2385,930.881
2386,851.959
2387,1484.81
2388,697.612
2389,1247.43
2390,934.933
2391,1182.38
2392,956.868
2393,959.245
2394,873.605
2395,1242.42
2396,1240.58
2397,1461.12
2398,1209
2399,1286.6
2400,993.724
2401,846.76
2402,881.609
2403,863.828
2404,962.483
2405,750.202
2406,969.556
2407,1366.42
2408,1436.25
2409,887.656
2410,984.945
2411,886.263
2412,826.475
2413,1114.41
2414,936.624
2415,812.872
2416,1227.56
2417,887.015
2418,984.858
2419,1262.76
2420,1239.72
2421,1073.9
2422,1236.06
2423,841.886
2424,1071.76
2425,960.742
2426,784.68
2427,1052.05
2428,1153.39
2429,1135.51
2430,1243.86
2431,949.592
2432,1042.92
2433,987.142
2434,1290.98
2435,985.074
2436,1052.16
2437,971.377
2438,1201.48
2439,1078.56
2440,974.599
2441,1019.49
2442,930.728
2443,798.105
2444,928.098
2445,908.521
2446,1073.8
2447,945.497
2448,1067.2
2449,1379.58
2450,693.193
2451,1088.61
2452,1023.26
2453,814.364
2454,1017.01
2455,708.727
2456,1024.53
2457,1009.33
2458,1553.93
2459,1355.39
2460,1027.64
2461,998.255
2462,1310.5
2463,838.073
2464,1135.97
2465,1126.85
2466,992.722
2467,1083.93
2468,1260.99
2469,971.349
2470,1200.24
2471,866.912
2472,780.059
2473,869.934
2474,835.253
2475,1504.72
2476,1375.78
2477,1151.4
2478,854.363
2479,1111.17
2480,1123.94
2481,1100.94
2482,954.529
2483,658.714
2484,719.724
2485,1107.63
2486,1192
2487,1256.57
2488,1449.48
2489,926.95
2490,814.191
2491,1022.58
2492,1023.12
2493,1356.51
2494,961.841
2495,986.065
2496,991.143
2497,846.49
2498,967.266
2499,1179.99
2500,843.711
2501,1371
2502,1067.1
2503,982.198
2504,1089.02
2505,1239.85
2506,1564.23
2507,1035.89
2508,1046.39
2509,879.289
2510,1032.23
2511,1423.52
2512,1004.66
2513,694.262
2514,1335.41
2515,1194.12
2516,1172.61
2517,982.379
2518,1189.78
2519,1114.15
2520,1306.07
2521,825.65
2522,868.312
2523,938.833
2524,871.575
2525,955.186
2526,1233.16
2527,1110.95
2528,1001.76
2529,1058.13
2530,916.944
2531,1053.74
2532,1066.89
2533,934.829
2534,877.583
2535,1023.9
2536,829.721
2537,975.535
2538,847.69
2539,1038.1
2540,1380.69
2541,991.315
2542,844.986
2543,1163.79
2544,1499.53
2545,1044.77
2546,1057.07
2547,849.51
2548,852.836
2549,995.159
2550,1053.64
2551,1054.06
2552,1045.84
2553,1112.77
2554,1241.23
2555,957.733
2556,735.671
2557,1118.02
2558,1213.56
2559,1199.95
2560,1011.53
2561,1158.96
2562,770.846
2563,1131.69
2564,942.692
2565,1088.7
2566,1059.87
2567,1046.11
2568,1609.33
2569,1122.44
2570,757.608
2571,1049.74
2572,1313.82
2573,1567.01
2574,1249.19
2575,843.595
2576,901.788
2577,1419.58
2578,917.454
2579,781.451
2580,896.392
2581,1066.2
2582,1245.72
2583,937.897
2584,554.693
2585,1214.65
2586,951.796
2587,997.614
2588,1189.26
2589,899.379
2590,1229.46
2591,788.701
2592,1448.05
2593,879.972
2594,1196.09
2595,913.423
2596,1000.07
2597,1013.99
2598,717.425
2599,650.282
2600,1305.79
2601,988.449
2602,1186.01
2603,824.739
2604,1204.69
2605,1079.87
2606,1382.72
2607,1002.19
2608,1316.89
2609,1391.49
2610,1305.63
2611,892.711
2612,947.072
2613,886.922
2614,1138.62
2615,727.264
2616,1090.54
2617,901.992
2618,1061.55
2619,1256
2620,879.579
2621,963.035
2622,1475.97
2623,1027.72
2624,1079.74
2625,1067.97
2626,1092.66
2627,1022.21
2628,766.891
2629,1062.53
2630,726.415
2631,825.983
2632,1008.58
2633,836.374
2634,988.618
2635,1002.36
2636,747.212
2637,1734.5
2638,1185.21
2639,984.423
2640,1227.62
2641,889.331
2642,835.761
2643,988.969
2644,787.869
2645,781.414
2646,1103.11
2647,1238.7
2648,754.56
2649,974.26
2650,1042.66
2651,862.03
2652,861.999
2653,1076.4
2654,979.27
2655,884
2656,911.65
2657,750.161
2658,1146.53
2659,1321.97
2660,1362.52
2661,987.807
2662,1148.03
2663,1579.9
2664,886.042
2665,729.211
2666,1341.61
2667,690.249
2668,1150.98
2669,1013.89
2670,616.909
2671,1008.4
2672,1093.89
2673,851.607
2674,864.683
2675,1158.6
2676,1150.49
2677,1103.55
2678,944.824
2679,1396.76
2680,939.571
2681,1153.24
2682,1019.53
2683,915.215
2684,849.063
2685,1168.22
2686,1342.3
2687,1593.05
2688,930.782
2689,631.954
2690,1003.2
2691,1340.55
2692,1241.68
2693,805.806
2694,808.462
2695,1008.81
2696,1060.96
2697,1120.96
2698,959.015
2699,865.346
2700,773.547
2701,757.019
2702,886.499
2703,662.988
2704,1061.68
2705,1523.64
2706,1559.31
2707,878.062
2708,1216.81
2709,1377.35
2710,1020.8
2711,942.709
2712,1248.52
2713,886.326
2714,996.535
2715,1007.48
2716,1194.42
2717,1593.87
2718,687.45
2719,1098.68
2720,951.37
2721,1332.97
2722,1427.02
2723,789.613
2724,1055.3
2725,890.441
2726,1497.05
2727,889.885
2728,788.691
2729,1015.01
2730,766.863
2731,738.442
2732,865.653
2733,1009.68
2734,930.613
2735,1214.97
2736,961.569
2737,1216.55
2738,1360.25
2739,1211.36
2740,1067.12
2741,925.187
2742,1030.35
2743,1327.85
2744,713.249
2745,1128.8
2746,1239.06
2747,1188.95
2748,805.619
2749,1042.3
2750,977.733
2751,1087.37
2752,1120.72
2753,1181.67
2754,1177.33
2755,994.614
2756,1016.71
2757,1313.44
2758,1048.62
2759,790.277
2760,914.541
2761,1059.6
2762,1083.89
2763,1086.53
2764,820.146
2765,966.853
2766,826.934
2767,814.456
2768,1656.39
2769,939.991
2770,1610.86
2771,744.854
2772,882.48
2773,1104.75
2774,1060.43
2775,1158.65
2776,689.473
2777,1019.98
2778,880.376
2779,955.663
2780,929.798
2781,678.598
2782,1167.37
2783,1291.87
2784,738.153
2785,876.2
2786,1025.61
2787,1762.73
2788,917.79
2789,1004.79
2790,1305.86
2791,982.618
2792,1057.04
2793,1280.8
2794,1030.08
2795,1082.56
2796,1032.67
2797,1037.97
2798,1063.44
2799,788.212
2800,1370.81
2801,812.894
2802,951.378
2803,768.883
2804,1246.34
2805,965.659
2806,1010.72
2807,1354.9
2808,1101.95
2809,916.035
2810,1327.07
2811,1201.63
2812,923.663
2813,1100.61
2814,1179.58
2815,1097.13
2816,1238.24
2817,1054.49
2818,887.117
2819,901.426
2820,791.487
2821,1162.58
2822,840.353
2823,868.526
2824,719.578
2825,1053.53
2826,1170.15
2827,1174.96
2828,1182.97
2829,1710.71
2830,1126.8
2831,734.923
2832,1055.49
2833,950.316
2834,777.398
2835,806.349
2836,746.05
2837,963.19
2838,1336.84
2839,967.585
2840,1229.34
2841,1273.15
2842,1059.14
2843,937.322
2844,1038.68
2845,1030.74
2846,929.751
2847,815.662
2848,1041.85
2849,961.597
2850,1113.3
2851,1124.02
2852,873.175
2853,955.665
2854,688.927
2855,810.417
2856,1201.11
2857,1217.02
2858,1583.67
2859,915.369
2860,1062.27
2861,935.174
2862,899.573
2863,1356.1
2864,1009.85
2865,1092.65
2866,1147.78
2867,752.849
2868,1105.65
2869,707.933
2870,682.68
2871,1171.12
2872,1165.55
2873,992.143
2874,1160.35
2875,994.053
2876,998.58
2877,967.045
2878,1179.74
2879,1478.05
2880,944.699
2881,816.949
2882,1152.99
2883,1036.07
2884,670.218
2885,1278.21
2886,896.557
2887,935.663
2888,896.253
2889,934.206
2890,1043.26
2891,908.317
2892,1151.29
2893,728.812
2894,1378.59
2895,980.56
2896,1702.94
2897,1580.59
2898,892.55
2899,1051.54
2900,725.194
2901,1012.61
2902,1791.68
2903,1489.56
2904,1063.07
2905,1169.1
2906,1340.22
2907,1124.32
2908,1291.25
2909,900.419
2910,1260.55
2911,1408.32
2912,1306.71
2913,911.962
2914,902.325
2915,976.36
2916,810.671
2917,708.591
2918,661.373
2919,854.992
2920,1343.11
2921,841.945
2922,1011.84
2923,952.99
2924,935.478
2925,763.459
2926,1141.34
2927,987.994
2928,930.265
2929,777.14
2930,1094.7
2931,691.134
2932,976.322
2933,868.531
2934,788.956
2935,777.491
2936,976.919
2937,1064.11
2938,1344.39
2939,687.089
2940,998.863
2941,1130.32
2942,1112.79
2943,1156.06
2944,1125.19
2945,956.65
2946,903.752
2947,729.715
2948,1156.25
2949,873.624
2950,1044.9
2951,1256.94
2952,884.02
2953,946.174
2954,1317.75
2955,1362.28
2956,1061
2957,909.43
2958,875.109
2959,956.121
2960,1027.44
2961,930.068
2962,1073.19
2963,1066.2
2964,928.205
2965,1124.06
2966,749.289
2967,993.439
2968,1007.24
2969,913.394
2970,853.772
2971,1033.03
2972,1482.28
2973,594.694
2974,858.297
2975,1081.59
2976,1368.76
2977,1505.35
2978,1144.22
2979,1007.87
2980,1377
2981,1216.3
2982,1029.97
2983,937.173
2984,1102.91
2985,1078.12
2986,982.834
2987,1285.91
2988,1205.56
2989,1267.08
2990,785.898
2991,1330.3
2992,1002.55
2993,1016.05
2994,937.708
2995,1069.89
2996,1230.62
2997,1182.61
2998,961.876
2999,1307.95
3000,1195.46
3001,1118.68
3002,1145.22
3003,1030.96
3004,922.829
3005,1008.66
3006,885.872
3007,875.659
3008,1261.42
3009,1211.34
3010,942.978
3011,902.614
3012,1024.17
3013,580.618
3014,903.046
3015,1025.89
3016,898.675
3017,932.205
3018,1001.81
3019,1213.6
3020,993.979
3021,1207.55
3022,948.091
3023,941.992
3024,1175.28
3025,1160.05
3026,977.853
3027,879.489
3028,974.852
3029,946.61
3030,908.653
3031,1118.3
3032,1285.14
3033,1179.33
3034,1062.53
3035,1277.57
3036,1093.29
3037,954.934
3038,1024.32
3039,614.066
3040,1103.98
3041,992.868
3042,986.185
3043,1359.25
3044,1169.53
3045,1258.48
3046,1217.66
3047,844.739
3048,1112.2
3049,955.479
3050,983.455
3051,1175.92
3052,859.09
3053,844.537
3054,1264.07
3055,1442.74
3056,1051.71
3057,706.015
3058,867.156
3059,1028.1
3060,942.735
3061,940.018
3062,1266.09
3063,1269.5
3064,792.596
3065,1480.21
3066,837.9
3067,1317.59
3068,1417.63
3069,1176.96
3070,1075.07
3071,1061.96
3072,985.475
3073,899.58
3074,1110.76
3075,1027.56
3076,892.396
3077,878.365
3078,892.384
3079,927.767
3080,972.764
3081,1257.68
3082,885.616
3083,881.112
3084,1157.71
3085,983.126
3086,1446.08
3087,970.183
3088,1114.02
3089,949.687
3090,1092.48
3091,886.371
3092,1061.61
3093,843.96
3094,1081.74
3095,1343.05
3096,861.375
3097,1507.61
3098,651.558
3099,1160.28
3100,816.544
3101,1331.96
3102,933.949
3103,1108.62
3104,1237.23
3105,845.122
3106,785.716
3107,953.227
3108,1188.91
3109,909.631
3110,1197.36
3111,1139.73
3112,1002.02
3113,1278.31
3114,867.443
3115,1202.4
3116,1253.26
3117,1359.49
3118,975.5
3119,1042.24
3120,1026.54
3121,791.785
3122,873.975
3123,817.201
3124,934.792
3125,789.386
3126,1069.22
3127,1068.24
3128,1223.18
3129,826.017
3130,1331.58
3131,615.787
3132,665.036
3133,837.999
3134,1106.97
3135,1346.46
3136,933.264
3137,1495.88
3138,922.735
3139,1167.59
3140,709.016
3141,950.771
3142,1099.99
3143,877.374
3144,1160.26
3145,1125.47
3146,1048.61
3147,1186.32
3148,1842.63
3149,984.305
3150,1286.5
3151,821.831
3152,1273.89
3153,1225.49
3154,1187.42
3155,768.147
3156,1103.4
3157,1037.04
3158,1189.47
3159,1091.12
3160,1128.84
3161,942.896
3162,910.261
3163,1316.2
3164,854.661
3165,947.229
3166,1088.66
3167,953.768
3168,944.821
3169,1043.36
3170,1125.45
3171,1175.47
3172,1140.8
3173,1086.96
3174,669.149
3175,1441.9
3176,963.329
3177,1005.38
3178,701.465
3179,959.769
3180,1282.09
3181,873.907
3182,959.24
3183,1335.66
3184,1020.9
3185,944.959
3186,1217.19
3187,752.953
3188,1085.98
3189,902.119
3190,891.493
3191,963.119
3192,1182.03
3193,1173.71
3194,1102.99
3195,935.002
3196,1118.94
3197,1339.91
3198,770.83
3199,944.906
3200,955.06
3201,1149.51
3202,1173.03
3203,1205.11
3204,921.641
3205,908.306
3206,999.265
3207,1305.48
3208,1530.24
3209,1160.01
3210,1084.61
3211,1109.88
3212,822.604
3213,906.657
3214,916.778
3215,606.967
3216,978.921
3217,980.738
3218,935.812
3219,919.613
3220,1030.07
3221,1227.82
3222,983.151
3223,1193.87
3224,1396.23
3225,1735
3226,851.032
3227,1210.46
3228,1022.3
3229,1080.46
3230,1162.18
3231,899.387
3232,907.415
3233,1083.23
3234,972.018
3235,676.075
3236,1118.34
3237,966.081
3238,1333.37
3239,985.141
3240,1284.33
3241,1106.14
3242,993.03
3243,1554.11
3244,1169.53
3245,982.802
3246,1141.61
3247,745.64
3248,897.837
3249,769.743
3250,1336.6
3251,905.447
3252,987.141
3253,1154.19
3254,915.506
3255,1203.87
3256,1153.99
3257,1502.6
3258,1105.2
3259,1022.56
3260,810.829
3261,1660.81
3262,1178.66
3263,919.729
3264,1199.59
3265,891.501
3266,1505.15
3267,888.819
3268,849.586
3269,1025.99
3270,851.647
3271,1229.66
3272,996.704
3273,1136.19
3274,1185.86
3275,1018.08
3276,795.773
3277,851.472
3278,965.409
3279,1136.93
3280,1052.2
3281,1006.73
3282,1146.79
3283,828.572
3284,1541.64
3285,1001.42
3286,880.035
3287,884.846
3288,998.416
3289,1089.63
3290,1728.04
3291,1052.1
3292,850.374
3293,929.918
3294,902.8
3295,1202.15
3296,1049.38
3297,1084.18
3298,1546.08
3299,894.811
3300,1291.15
3301,1234.29
3302,1094.95
3303,799.972
3304,1113.27
3305,1362.06
3306,1156.69
3307,1159.38
3308,1009.7
3309,1127.2
3310,1069.52
3311,1087.72
3312,1332.81
3313,1086.99
3314,945.582
3315,1143.16
3316,1340.67
3317,1256.61
3318,972.929
3319,841.197
3320,954.095
3321,769.718
3322,1115.64
3323,842.028
3324,946.259
3325,835.288
3326,1239.45
3327,836.365
3328,992.153
3329,761.804
3330,1263.34
3331,996.375
3332,867.885
3333,1695.13
3334,1106.26
3335,1221.89
3336,1136.16
3337,684.336
3338,1040.09
3339,1081.99
3340,1306.04
3341,977.306
3342,858.876
3343,1195.45
3344,792.068
3345,1038.48
3346,962.065
3347,1534.15
3348,1535.1
3349,1089.88
3350,1039.52
3351,998.168
3352,1071.82
3353,1043.66
3354,865.198
3355,1473.88
3356,1077.39
3357,1039.28
3358,1376.35
3359,1046.88
3360,1088.35
3361,1261.02
3362,935.728
3363,1076.38
3364,1013.15
3365,804.821
3366,1683.11
3367,950.954
3368,880.761
3369,1055.76
3370,1020.3
3371,1060.32
3372,1000.64
3373,1031.95
3374,940.474
3375,789.849
3376,1041.19
3377,916.903
3378,897.734
3379,991.521
3380,1030.54
3381,1086.59
3382,1145.68
3383,1223.07
3384,942.833
3385,996.479
3386,755.881
3387,947.089
3388,878.806
3389,1152.97
3390,1186
3391,1198.85
3392,940.833
3393,649.938
3394,1186.21
3395,731.907
3396,1795.61
3397,1025.4
3398,1001.45
3399,1574.76
3400,1253.15
3401,918.306
3402,1544.27
3403,1177.61
3404,1256.44
3405,905.949
3406,947.252
3407,1191.26
3408,1638.24
3409,924.792
3410,1076.44
3411,1172.91
3412,900.674
3413,847.19
3414,813.851
3415,1162.84
3416,955.59
3417,1010.9
3418,1011.22
3419,1340.27
3420,913.485
3421,1149.36
3422,1038.89
3423,945.987
3424,941.826
3425,954.748
3426,1054.54
3427,720.198
3428,1526.13
3429,1382.02
3430,1303.82
3431,1237.74
3432,794.609
3433,995.013
3434,1040.83
3435,1351.2
3436,1103.22
3437,1150.17
3438,1183.45
3439,1237.85
3440,968.425
3441,1248.68
3442,825.207
3443,931.96
3444,786.31
3445,1492.83
3446,1083.32
3447,874.712
3448,947.452
3449,624.233
3450,1176.21
3451,1021.81
3452,952.054
3453,831.943
3454,849.717
3455,976.652
3456,1195.8
3457,1159.78
3458,980.673
3459,897.67
3460,1042.89
3461,751.253
3462,805.324
3463,1013.17
3464,856.596
3465,891.28
3466,765.138
3467,760.542
3468,1156.36
3469,1225.52
3470,805.125
3471,1676.88
3472,1348.26
3473,1516.51
3474,927.455
3475,1157.4
3476,913.361
3477,936.501
3478,1006.89
3479,1173
3480,1199.26
3481,1386.01
3482,752.663
3483,1055.67
3484,1074.86
3485,831.097
3486,1145.83
3487,1232.54
3488,1289.15
3489,553.65
3490,833.674
3491,712.677
3492,1010.44
3493,1055.07
3494,646.502
3495,936.892
3496,1263.85
3497,1182.38
3498,833.585
3499,1124.31
3500,1716.03
3501,1350.68
3502,1205.16
3503,1097.21
3504,860.492
3505,906.301
3506,1183.47
3507,1204.64
3508,1089.48
3509,1111.63
3510,1141.85
3511,1070.93
3512,911.636
3513,903.545
3514,1188.99
3515,1464.81
3516,772.215
3517,1132.01
3518,1188.55
3519,1000.36
3520,728.086
3521,1389.07
3522,1274.57
3523,971.369
3524,1187.43
3525,1091.29
3526,1539.97
3527,1237.13
3528,973.888
3529,950.248
3530,1240.41
3531,724.39
3532,1176.61
3533,986.301
3534,1222.52
3535,912.403
3536,1066.47
3537,1082.97
3538,1126.64
3539,1095.35
3540,1084.03
3541,912.433
3542,959.203
3543,953.319
3544,1130.45
3545,955.807
3546,866.77
3547,1134.1
3548,1301.15
3549,1022.06
3550,663.264
3551,1166.59
3552,1479.49
3553,1029.72
3554,1073.92
3555,914.385
3556,503.86
3557,1153.97
3558,774.788
3559,1060.01
3560,1011.56
3561,1024.96
3562,948.523
3563,1469.63
3564,1249.48
3565,1480.78
3566,1014.21
3567,816.47
3568,1128.46
3569,1194.55
3570,960.175
3571,1094.08
3572,1047.83
3573,1016.86
3574,1270.68
3575,1295.15
3576,798.817
3577,915.584
3578,1278.64
3579,759.084
3580,978.495
3581,728.262
3582,1022.18
3583,882.744
3584,1000.81
3585,998.874
3586,823.087
3587,989.897
3588,950.576
3589,796.395
3590,1195.82
3591,1019.5
3592,1132.12
3593,1097.72
3594,1202.31
3595,1062.74
3596,904.181
3597,1008.69
3598,957.348
3599,847.041
3600,1117.31
3601,1201.21
3602,1101.73
3603,868.469
3604,966.847
3605,1122.53
3606,1118.19
3607,902.316
3608,762.864
3609,1215.96
3610,946.585
3611,836.289
3612,1827.33
3613,1138.53
3614,931.752
3615,937.443
3616,1207.42
3617,989.607
3618,1314.01
3619,1096.35
3620,1162.31
3621,1001.85
3622,964.257
3623,1198.46
3624,1014.87
3625,935.171
3626,1106.82
3627,1165.66
3628,832.034
3629,1029.9
3630,1284.17
3631,1109.01
3632,1411.19
3633,979.973
3634,925.272
3635,1060.38
3636,952.729
3637,926.083
3638,905.303
3639,940.166
3640,800.396
3641,991.639
3642,912.833
3643,1123.59
3644,1143.53
3645,821.982
3646,1340.11
3647,958.273
3648,1080.24
3649,1309.25
3650,1238.39
3651,958.44
3652,1464.14
3653,936.363
3654,1044.87
3655,1026.34
3656,1581.8
3657,821.51
3658,1074.44
3659,1090.42
3660,798.48
3661,735.544
3662,1727.61
3663,1130.63
3664,956.579
3665,729.071
3666,1260.11
3667,1546.47
3668,897.612
3669,1227.8
3670,905.274
3671,1157.06
3672,1172.23
3673,1069.82
3674,934.285
3675,1135.14
3676,928.603
3677,1146.19
3678,1064.68
3679,1524.16
3680,959.404
3681,1258.96
3682,966.685
3683,894.739
3684,959.993
3685,1201.28
3686,959.536
3687,821.611
3688,832.1
3689,1350.39
3690,1143.75
3691,835.908
3692,1108.61
3693,725.244
3694,1180.21
3695,876.273
3696,960.812
3697,1109.79
3698,1475.78
3699,1003.94
3700,1040.26
3701,1036.04
3702,904.889
3703,1170.08
3704,1128.86
3705,1191.21
3706,1153.69
3707,640.163
3708,863.784
3709,1120.98
3710,1319.51
3711,1224.48
3712,1197.85
3713,884.995
3714,965.306
3715,946.837
3716,860.363
3717,1062.36
3718,688.208
3719,783.513
3720,857.223
3721,1232.47
3722,929.358
3723,1015.32
3724,1109.68
3725,1037
3726,1210.66
3727,1297.49
3728,1349.26
3729,726.711
3730,994.691
3731,1007.55
3732,1126.25
3733,1176.44
3734,1500.88
3735,978.741
3736,1205.26
3737,832.076
3738,1469.93
3739,989.081
3740,964.503
3741,1292.57
3742,730.938
3743,1191.59
3744,808.121
3745,1119.77
3746,1035.39
3747,986.376
3748,1152.69
3749,862.011
3750,781.067
3751,1067.63
3752,818.871
3753,956.125
3754,1413.36
3755,1216.96
3756,1020.91
3757,827.183
3758,994.837
3759,1112.67
3760,1501.14
3761,1021.85
3762,994.788
3763,1136.14
3764,992.885
3765,1097.68
3766,1026.43
3767,1230.28
3768,1313.28
3769,875.608
3770,827.602
3771,1383.92
3772,1224.77
3773,940.613
3774,1006.35
3775,1008.69
3776,1022.6
3777,958.172
3778,980.895
3779,1215.84
3780,661.958
3781,809.6
3782,807.994
3783,1435.43
3784,1358.05
3785,1496.76
3786,1223.62
3787,1073.77
3788,1029.18
3789,803.998
3790,1002.85
3791,1188.22
3792,944.022
3793,807.543
3794,1041.32
3795,943.869
3796,1499.37
3797,963.905
3798,983.336
3799,1442.09
3800,855.882
3801,789.694
3802,843.028
3803,755.176
3804,953.463
3805,888.366
3806,1221.73
3807,623.532
3808,849.146
3809,1119.7
3810,992.579
3811,1084.82
3812,1316.81
3813,878.229
3814,1212.97
3815,794.158
3816,891.115
3817,1076.83
3818,842.658
3819,728.746
3820,1059.96
3821,1350.78
3822,1481.78
3823,858.36
3824,1107.41
3825,987.77
3826,952.769
3827,1192.54
3828,1172.73
3829,1008.16
3830,1091.09
3831,1018.82
3832,1030.26
