trayectoria,S_T
3833,936.624
3834,966.888
3835,593.52
3836,816.406
3837,916.107
3838,1234.3
3839,1456.7
3840,1261.61
3841,635.384
3842,1272.97
3843,1333.42
3844,1178.22
3845,899.818
3846,1093.5
3847,1280.69
3848,757.755
3849,921.994
3850,1091.08
3851,802.003
3852,1065.58
3853,851.473
3854,1176.58
3855,786.379
3856,1116.02
3857,880.806
3858,1163.88
3859,1222.5
3860,781.475
3861,830.936
3862,1371.8
3863,1133.79
3864,1150.5
3865,736.01
3866,1229.47
3867,707.523
3868,1219.47
3869,683.677
3870,1066.24
3871,1121.27
3872,1088.6
3873,1276.33
3874,914.636
3875,832.714
3876,1094.65
3877,1531.41
3878,1100.16
3879,1089.39
3880,1065.61
3881,866.183
3882,768.028
3883,861.901
3884,1223.14
3885,626.16
3886,1262.98
3887,724.452
3888,729.977
3889,1069.75
3890,1123.95
3891,1404.51
3892,791.438
3893,947.525
3894,863.575
3895,1062.07
3896,1091.58
3897,904.443
3898,910.069
3899,1212.36
3900,819.832
3901,1378.63
3902,1202.15
3903,1069.88
3904,764.067
3905,1136.53
3906,998.601
3907,1583.13
3908,1481.87
3909,724.851
3910,934.276
3911,890.394
3912,706.565
3913,885.781
3914,695.153
3915,720.702
3916,1063.81
3917,968.573
3918,1308.84
3919,901.207
3920,736.931
3921,753.929
3922,978.048
3923,938.982
3924,857.225
3925,855.003
3926,1102.47
3927,822.997
3928,981.936
3929,939.173
3930,1081.73
3931,936.301
3932,1240.42
3933,946.23
3934,939.335
3935,1060.34
3936,958.352
3937,875.442
3938,1183.5
3939,1103.3
3940,893.54
3941,804.538
3942,1052.56
3943,954.037
3944,940.19
3945,1115.82
3946,1002.1
3947,776.833
3948,1241.94
3949,1244.45
3950,875.397
3951,762.227
3952,979.454
3953,1208.46
3954,893.909
3955,979.21
3956,890.933
3957,827.364
3958,839.588
3959,901.373
3960,910.206
3961,1233.08
3962,1450.43
3963,1234.77
3964,739.957
3965,1025.54
3966,852.816
3967,1241.83
3968,1250.97
3969,1488.77
3970,1253.63
3971,890.382
3972,954.454
3973,967.962
3974,1374.6
3975,804.332
3976,1012.66
3977,920.018
3978,1099
3979,1036.6
3980,1311.89
3981,2065.91
3982,1055.18
3983,1319.54
3984,898.511
3985,1229.18
3986,1398.93
3987,1007
3988,1044.1
3989,1418.28
3990,1100.27
3991,1166.59
3992,952.643
3993,1032.48
3994,891.035
3995,1235.52
3996,1295.31
3997,935.006
3998,740.114
3999,1721.78
4000,745.519
4001,1048.18
4002,782.582
4003,1219.67
4004,976.141
4005,875.625
4006,962.421
4007,921.558
4008,893.103
4009,1272.69
4010,1354.74
4011,889.525
4012,1032.93
4013,964.167
4014,883.264
4015,1126.31
4016,1020.11
4017,807.322
4018,665.291
4019,955.845
4020,1206.87
4021,823.205
4022,902.296
4023,671.157
4024,1040.51
4025,790.322
4026,1086.16
4027,1149.2
4028,1018.42
4029,1013.34
4030,1006.54
4031,1070.91
4032,1003.26
4033,983.097
4034,910.465
4035,804.678
4036,1094.38
4037,1405.79
4038,1001.63
4039,1010.9
4040,871.643
4041,904.239
4042,1131.12
4043,994.772
4044,956.605
4045,1251.04
4046,1205.73
4047,1505.49
4048,1084.9
4049,1228.13
4050,1275.41
4051,1208.42
4052,1363.16
4053,919.04
4054,1118.5
4055,1360.55
4056,940.576
4057,912.678
4058,1048
4059,1024
4060,1133.81
4061,1027.47
4062,980.209
4063,868.116
4064,940.521
4065,953.128
4066,981.052
4067,763.756
4068,907.13
4069,1031.16
4070,722.662
4071,996.131
4072,1418.92
4073,1016.73
4074,1200.96
4075,1067.86
4076,1003.93
4077,881.83
4078,1124.99
4079,969.51
4080,1098.82
4081,795.172
4082,1506.75
4083,1038.21
4084,1202.92
4085,941.99
4086,695.089
4087,982.451
4088,1156.92
4089,1119.01
4090,1468.06
4091,986.589
4092,750.077
4093,1013.56
4094,1507.99
4095,1803.62
4096,1039.05
4097,1383.18
4098,977.115
4099,894.182
4100,880.654
4101,872.311
4102,1145.31
4103,912.906
4104,942.661
4105,1398.11
4106,1088.83
4107,1081.43
4108,835.176
4109,1170.39
4110,989.703
4111,1447.34
4112,1091.12
4113,1095.3
4114,1012.9
4115,987.767
4116,890.44
4117,1149.67
4118,1044.3
4119,967.609
4120,1505.87
4121,952.709
4122,1072.18
4123,947.575
4124,1120.14
4125,1184.95
4126,977.739
4127,832.251
4128,1045.11
4129,845.722
4130,1357.74
4131,705.421
4132,1308.04
4133,1207.01
4134,880.074
4135,860.753
4136,846.419
4137,1464.21
4138,1046.39
4139,928.24
4140,1322.8
4141,996.874
4142,1305.84
4143,970.875
4144,1014.22
4145,957.992
4146,1050.53
4147,937.941
4148,1334.24
4149,1065.13
4150,1362.65
4151,767.448
4152,932.27
4153,686.681
4154,767.896
4155,747.995
4156,966.802
4157,1485.14
4158,849.415
4159,816.316
4160,963.548
4161,1271.53
4162,989.595
4163,987.62
4164,915.509
4165,964.245
4166,1027.9
4167,1308.89
4168,1002.83
4169,794.779
4170,1069.57
4171,901.519
4172,1338.11
4173,890.841
4174,846.473
4175,689.855
4176,926.393
4177,1234.3
4178,1185.82
4179,1423.3
4180,928.196
4181,1219.7
4182,898.675
4183,1074.86
4184,912.502
4185,1240.44
4186,1160.43
4187,1215.29
4188,1116.59
4189,1143.44
4190,927.711
4191,898.498
4192,956.802
4193,1122.98
4194,1092.65
4195,667.458
4196,1166.98
4197,896.137
4198,1118.66
4199,893.561
4200,1150.39
4201,804.763
4202,1040.71
4203,850.211
4204,1052.31
4205,1477.17
4206,996.568
4207,972.854
4208,945.424
4209,1366.78
4210,1071.08
4211,1142.16
4212,1199.45
4213,1179.29
4214,910.446
4215,1015.19
4216,1158.19
4217,1646.7
4218,856.984
4219,1127.64
4220,917.89
4221,1395.42
4222,953.574
4223,1431.5
4224,1357.28
4225,768.637
4226,835.829
4227,807.53
4228,906.496
4229,1105.94
4230,923.339
4231,1224.52
4232,673.154
4233,923.986
4234,1059.69
4235,1060.82
4236,1277.41
4237,1284.1
4238,844.917
4239,908.23
4240,1593.33
4241,1040.3
4242,939.928
4243,1242.2
4244,1303.52
4245,980.003
4246,1360.82
4247,866.605
4248,765.879
4249,796.274
4250,1116.32
4251,836.49
4252,1097.01
4253,1002.26
4254,953.136
4255,1164.11
4256,864.543
4257,1093.23
4258,1330.21
4259,1138.09
4260,685.689
4261,1266.22
4262,965.898
4263,993.227
4264,1242.22
4265,1021.97
4266,1381.7
4267,751.916
4268,845.26
4269,917.25
4270,1177.6
4271,841.396
4272,1023.43
4273,910.686
4274,855.566
4275,756.791
4276,1110.67
4277,1195.51
4278,946.007
4279,903.048
4280,952.057
4281,1160.2
4282,794.602
4283,791.653
4284,1072.83
4285,1160.31
4286,1206.07
4287,1125.42
4288,994.633
4289,1043.87
4290,1202.72
4291,1331.11
4292,1197.84
4293,727.291
4294,1296.9
4295,941.838
4296,903.764
4297,836.543
4298,879.515
4299,1412.99
4300,1236.08
4301,1153.32
4302,1205.27
4303,1295.7
4304,1559.08
4305,999.959
4306,1261.74
4307,884.704
4308,1009.21
4309,1027.84
4310,980.806
4311,1027.15
4312,987.706
4313,1137.48
4314,899.91
4315,917.161
4316,1077.06
4317,1484.46
4318,1145.67
4319,908.86
4320,1183.59
4321,911.511
4322,1024.59
4323,1036.34
4324,1137.43
4325,618.039
4326,801.936
4327,825.975
4328,1237.93
4329,1037.3
4330,1060.78
4331,1083.1
4332,1422.31
4333,967.625
4334,903.741
4335,1000.96
4336,1131.21
4337,1567.68
4338,1434.59
4339,941.614
4340,1010.76
4341,855.28
4342,1161.31
4343,597.465
4344,956.387
4345,962.984
4346,926.842
4347,1055.02
4348,842.345
4349,1098.8
4350,1149.67
4351,1448.46
4352,1499.94
4353,806.23
4354,1016.13
4355,1258.04
4356,997.558
4357,1246.75
4358,1095.89
4359,903.176
4360,1124.94
4361,993.349
4362,1100.73
4363,809.932
4364,945.589
4365,868.106
4366,1330.64
4367,918.068
4368,1304.47
4369,1152.57
4370,1063.64
4371,1081.4
4372,1041.92
4373,1229.61
4374,975.547
4375,1485.23
4376,802.928
4377,1229.18
4378,990.648
4379,847.057
4380,989.615
4381,1540.69
4382,755.554
4383,730.146
4384,929.345
4385,1348.91
4386,731.305
4387,837.067
4388,1008.9
4389,800.249
4390,988.603
4391,964.879
4392,1220.78
4393,1071.82
4394,1024.83
4395,1020.5
4396,1016.42
4397,1485.81
4398,1040.89
4399,1116.07
4400,794.753
4401,1026.81
4402,1097.06
4403,1476.79
4404,1137.83
4405,849.751
4406,1299.1
4407,1430.77
4408,1277.76
4409,1083.07
4410,1005.15
4411,1084.53
4412,740.536
4413,1392.73
4414,1074.69
4415,850.815
4416,771.336
4417,831.754
4418,729.532
4419,1224.64
4420,688.904
4421,721.717
4422,707.09
4423,907.687
4424,859.876
4425,1080.23
4426,925.282
4427,910.206
4428,1179.15
4429,997.442
4430,1549.16
4431,1252.63
4432,852.376
4433,1065.28
4434,941.827
4435,1443.61
4436,1458.63
4437,1279.29
4438,1051.95
4439,1014.95
4440,986.521
4441,1152.2
4442,1086.47
4443,990.041
4444,1389.16
4445,1438.62
4446,785.545
4447,664.31
4448,797.776
4449,1228.01
4450,998.076
4451,943.108
4452,794.206
4453,1180.7
4454,1064.34
4455,1347.72
4456,888.199
4457,822.292
4458,957.024
4459,1475.93
4460,1082.12
4461,1131.13
4462,1279.95
4463,1021.15
4464,1241.01
4465,1318.84
4466,1016.98
4467,1012.22
4468,1217.37
4469,913.527
4470,927.261
4471,1102.42
4472,1034.96
4473,911.854
4474,1230.56
4475,991.779
4476,1385.03
4477,942.594
4478,1019.93
4479,905.885
4480,1112.19
4481,890.218
4482,971.625
4483,745.266
4484,1087.57
4485,1080.84
4486,1119.99
4487,1106.27
4488,1409
4489,864.435
4490,1327.83
4491,813.809
4492,632.045
4493,1043.1
4494,1003.53
4495,1295.93
4496,995.873
4497,1252.1
4498,1007.3
4499,969.931
4500,1100.41
4501,899.674
4502,904.019
4503,714.766
4504,1640.72
4505,823.16
4506,1044.31
4507,1246.19
4508,1126.67
4509,1211.29
4510,938.555
4511,758.38
4512,1201.61
4513,1206.23
4514,959.627
4515,1274.88
4516,882.675
4517,1209.02
4518,1529.21
4519,769.323
4520,1007.62
4521,1074.02
4522,1453.9
4523,1089.35
4524,1035.46
4525,983.791
4526,1147.21
4527,1134.12
4528,1056.64
4529,1128.29
4530,910.02
4531,748.507
4532,1167.01
4533,968.994
4534,932.054
4535,873.902
4536,890.356
4537,1093.77
4538,957.577
4539,1229.06
4540,998.432
4541,959.308
4542,1072.51
4543,962.203
4544,1455.47
4545,1340.35
4546,1112.6
4547,1117.79
4548,1137.69
4549,709.413
4550,955.517
4551,862.144
4552,915.884
4553,1077.24
4554,822.476
4555,680.669
4556,1008.51
4557,1194.13
4558,1333.25
4559,888.145
4560,945.716
4561,1309.3
4562,873.999
4563,1473.09
4564,1041.4
4565,1233.27
4566,1284.55
4567,1138.76
4568,793.582
4569,1058.02
4570,1152.31
4571,1092.69
4572,1122.67
4573,1060.82
4574,802.909
4575,1102.82
4576,1078.39
4577,927.417
4578,819.699
4579,960.884
4580,804.099
4581,1132.19
4582,1298.36
4583,1515.69
4584,1076.63
4585,893.598
4586,1201.97
4587,1188.76
4588,1276.46
4589,1188.46
4590,1524.72
4591,1023.24
4592,1005.31
4593,1081.38
4594,1064.31
4595,1224.71
4596,1209.12
4597,859.541
4598,1653.96
4599,1261.02
4600,861.389
4601,1066.65
4602,875.641
4603,1234.48
4604,1115.15
4605,1007.96
4606,882.797
4607,1042.49
4608,1077.6
4609,963.056
4610,990.137
4611,1128.99
4612,880.07
4613,1132.58
4614,819.867
4615,1069.98
4616,1097.38
4617,933.838
4618,1332.4
4619,1144.19
4620,1319.39
4621,585.525
4622,1145.27
4623,1093.97
4624,1112.45
4625,1495.64
4626,1598.96
4627,976.412
4628,1130.62
4629,961.763
4630,1057
4631,1003.24
4632,928.184
4633,888.25
4634,796.218
4635,783.653
4636,841.302
4637,804.847
4638,1078.57
4639,989.309
4640,1078.76
4641,1006.31
4642,773.402
4643,1057.51
4644,861.288
4645,1003.43
4646,975.239
4647,967.505
4648,1031.4
4649,814.733
4650,1196.02
4651,1210.76
4652,1099.36
4653,874.961
4654,958.369
4655,1146.98
4656,1170.14
4657,1089.35
4658,1129.15
4659,1667.27
4660,721.855
4661,1189.84
4662,1072.66
4663,1190.58
4664,921.331
4665,1292.11
4666,989.405
4667,1220.15
4668,1127
4669,1351.15
4670,962.819
4671,975.793
4672,900.519
4673,967.141
4674,1350.58
4675,837.243
4676,1257.56
4677,1143.81
4678,1168.64
4679,1137.11
4680,888.51
4681,965.973
4682,1297.54
4683,807.859
4684,827.311
4685,945.033
4686,1172.02
4687,1132.92
4688,1105.85
4689,1190.42
4690,1245.72
4691,1867.63
4692,919.259
4693,1109.84
4694,1663
4695,867.366
4696,712.424
4697,1675.94
4698,1018.34
4699,1017.79
4700,1003.76
4701,822.059
4702,1066.29
4703,1049.94
4704,1217.23
4705,798.078
4706,1111.48
4707,1288.81
4708,676.402
4709,1044.3
4710,986.505
4711,1002.71
4712,731.737
4713,1405.86
4714,1212.79
4715,633.393
4716,1362.27
4717,1029.3
4718,816.202
4719,1404.55
4720,705.301
4721,1215.41
4722,1692.83
4723,940.38
4724,1605.9
4725,1556.54
4726,750.171
4727,1281.5
4728,806.135
4729,865.499
4730,840.128
4731,1116.07
4732,847.196
4733,1036.44
4734,829.432
4735,1089.96
4736,1200.33
4737,1193.07
4738,1340.6
4739,842.122
4740,1375.34
4741,850.751
4742,883.442
4743,727.651
4744,896.571
4745,1447.89
4746,1303.58
4747,1319.62
4748,948.513
4749,994.829
4750,1371.08
4751,1068.08
4752,830.193
4753,834.027
4754,1040.21
4755,1256.97
4756,1153.17
4757,1242.88
4758,1182.73
4759,829.736
4760,945.438
4761,1070.7
4762,840.173
4763,1106.94
4764,877.231
4765,820.676
4766,651.992
4767,865.776
4768,983.429
4769,993.47
4770,1164.74
4771,917.105
4772,814.718
4773,1125.76
4774,984.627
4775,1304.37
4776,1341.4
4777,1359.95
4778,962.839
4779,932.954
4780,863.956
4781,936.511
4782,1097.22
4783,1041.59
4784,972.941
4785,777.163
4786,969.97
4787,1423.42
4788,865.797
4789,1255.21
4790,1146.51
4791,962.1
4792,1029.32
4793,1057.23
4794,1000.71
4795,789.148
4796,1022.46
4797,1304.54
4798,895.543
4799,888.374
4800,964.879
4801,942.797
4802,1191.94
4803,1261.97
4804,1103.81
4805,816.501
4806,933.698
4807,943.397
4808,819.963
4809,1118.67
4810,1291.29
4811,873.895
4812,1113.68
4813,1248.44
4814,1454.5
4815,944.817
4816,807.265
4817,1029.23
4818,1154.79
4819,877.873
4820,1202.21
4821,1214.44
4822,1040.79
4823,1150.19
4824,1440.31
4825,813.303
4826,1186.09
4827,886.783
4828,1148.68
4829,960.386
4830,1487.18
4831,1464.62
4832,1077.56
4833,1034.45
4834,1215.08
4835,1038.42
4836,828.681
4837,865.522
4838,1033.32
4839,992.614
4840,1187.62
4841,905.373
4842,787.268
4843,709.78
4844,1053.46
4845,903.635
4846,829.046
4847,1110.76
4848,1114.13
4849,1055.39
4850,947.418
4851,1082.88
4852,1356.02
4853,1418.96
4854,833.054
4855,1358.6
4856,1075.09
4857,1080.74
4858,1241.04
4859,714.959
4860,713.455
4861,1204.33
4862,696.995
4863,1115.63
4864,1554
4865,846.774
4866,567.962
4867,1484.67
4868,954.844
4869,843.563
4870,1138
4871,1488.55
4872,885.2
4873,1300.32
4874,1330.72
4875,792.727
4876,838.687
4877,1012.85
4878,1009.15
4879,1072.84
4880,1312.39
4881,1037.71
4882,1022.53
4883,936.839
4884,1029.6
4885,968.103
4886,1178.84
4887,888.127
4888,1014.51
4889,898.366
4890,713.018
4891,958.467
4892,746.596
4893,1629.12
4894,1062.45
4895,747.975
4896,989.563
4897,984.747
4898,1316.49
4899,1386.4
4900,922.966
4901,1162.63
4902,914.966
4903,857.735
4904,1261.37
4905,989.198
4906,1005.73
4907,1452.52
4908,1133.36
4909,988.715
4910,905.157
4911,923.575
4912,941.013
4913,1033.09
4914,1049.97
4915,764.786
4916,903.114
4917,1013.23
4918,1020.37
4919,1287.24
4920,1002.73
4921,1297.17
4922,1035.26
4923,1118.04
4924,951.265
4925,1147.51
4926,842.35
4927,998.349
4928,1081.16
4929,1369.32
4930,1690.08
4931,1496.43
4932,1540.54
4933,820.894
4934,974.213
4935,1427.04
4936,911.989
4937,870.969
4938,1048.97
4939,801.153
4940,1200.18
4941,821.331
4942,1488.45
4943,716.644
4944,1047.19
4945,924.623
4946,810.495
4947,1075.28
4948,1497.02
4949,1125.5
4950,990.587
4951,1553.71
4952,1008.28
4953,939.762
4954,1467.75
4955,861.425
4956,839.265
4957,1018.66
4958,808.384
4959,853.251
4960,910.553
4961,922.105
4962,1207.11
4963,849.719
4964,816.43
4965,1309.33
4966,1175.35
4967,1151.11
4968,984.145
4969,702.137
4970,1433.95
4971,788.458
4972,1453.03
4973,1208.72
4974,914.432
4975,1080.84
4976,1190.07
4977,1314.82
4978,1064.08
4979,1163.8
4980,825.089
4981,924.087
4982,979.345
4983,1298.88
4984,986.394
4985,1056.69
4986,1222.83
4987,987.917
4988,710.858
4989,956.595
4990,979.503
4991,1150.7
4992,1021.52
4993,1188.64
4994,1389.55
4995,770.691
4996,1344.25
4997,717.713
4998,1062.17
4999,994.015
5000,899.222
5001,1075.93
5002,1026.12
5003,700.258
5004,774.978
5005,1166.95
5006,800.851
5007,1316.55
5008,1037.18
5009,1457.58
5010,872.97
5011,745.021
5012,877.674
5013,855.918
5014,754.221
5015,1216.71
5016,1100.22
5017,1302.34
5018,842.81
5019,1339.12
5020,952.047
5021,826.097
5022,900.587
5023,1558.76
5024,1002.68
5025,1048.82
5026,824.071
5027,1034.85
5028,1081.32
5029,1147.24
5030,1001.41
5031,1490.88
5032,947.759
5033,1132.92
5034,779.37
5035,909.591
5036,1095.95
5037,978.523
5038,819.365
5039,1071.26
5040,896.497
5041,1169.32
5042,1330.98
5043,697.218
5044,1361.68
5045,1154.38
5046,1064.32
5047,1409.35
5048,1031.58
5049,1149.02
5050,826.198
5051,718.858
5052,1293.69
5053,901.292
5054,869.557
5055,1034.41
5056,1212.41
5057,963.871
5058,736.502
5059,903.045
5060,701.576
5061,713.365
5062,979.926
5063,800.417
5064,966.178
5065,1343.53
5066,710.002
5067,1200.96
5068,969.493
5069,854.564
5070,1214.2
5071,723.02
5072,1016.26
5073,1116.44
5074,1205.99
5075,1221.07
5076,1281.93
5077,1022.61
5078,1386.67
5079,799.65
5080,755.182
5081,759.438
5082,1156.6
5083,1536.17
5084,1118.81
5085,1017.99
5086,1297.16
5087,1147.85
5088,779.938
5089,1046.02
5090,1351.74
5091,1055.86
5092,972.092
5093,1133.29
5094,1479.43
5095,1514.08
5096,1466.46
5097,863.978
5098,1064.77
5099,1091.07
5100,1219.71
5101,1311.27
5102,1421.63
5103,831.77
5104,1081.16
5105,906.942
5106,856.325
5107,941.905
5108,948.731
5109,1034.3
5110,878.283
5111,827.62
5112,1094.33
5113,891.197
5114,1183.85
5115,935.133
5116,932.998
5117,895.521
5118,935.728
5119,1435.64
5120,1031.41
5121,978.928
5122,1038.68
5123,897.896
5124,969.277
5125,1211.92
5126,1338.61
5127,905.323
5128,808.076
5129,1304.8
5130,1570.21
5131,912.783
5132,780.936
5133,1238.52
5134,746.887
5135,949.005
5136,939.679
5137,1233.4
5138,976.813
5139,1139.3
5140,949.817
5141,994.961
5142,1143.31
5143,1030.09
5144,1186.51
5145,858.913
5146,1485.1
5147,1061.35
5148,1198.03
5149,1058.78
5150,776.389
5151,1070.77
5152,819.993
5153,1002.72
5154,1055.76
5155,1277.84
5156,976.641
5157,753.41
5158,789.691
5159,1134.48
5160,1243.53
5161,802.778
5162,1109.83
5163,574.428
5164,1098.49
5165,1247.68
5166,1344.29
5167,1204.61
5168,979.933
5169,1275.19
5170,977.838
5171,1930.51
5172,1003.45
5173,861.473
5174,1108.86
5175,1400.52
5176,935.202
5177,1016.09
5178,972.483
5179,1204.68
5180,1225.13
5181,890.114
5182,1092.81
5183,1212.21
5184,842.118
5185,1254.95
5186,1207.52
5187,1345.03
5188,926.601
5189,980.195
5190,1268.88
5191,1118.55
5192,1008.71
5193,1088.85
5194,829.401
5195,824.891
5196,1064.8
5197,1622
5198,950.525
5199,842.651
5200,891.172
5201,965.114
5202,915.953
5203,816.638
5204,836.54
5205,1154.72
5206,1145.99
5207,734.663
5208,1048.16
5209,1042.01
5210,870.62
5211,984.396
5212,911.74
5213,1220.1
5214,726.957
5215,1252.37
5216,791.105
5217,1002.97
5218,572.478
5219,802.223
5220,1319.42
5221,919.114
5222,836.541
5223,1313.88
5224,822.857
5225,863.384
5226,1228.79
5227,1551.62
5228,1081.27
5229,794.804
5230,1336.17
5231,1538.84
5232,1197.56
5233,1012.93
5234,900.458
5235,749.911
5236,1047.34
5237,948.027
5238,868.441
5239,1221.32
5240,1068.51
5241,970.389
5242,969.077
5243,1100.47
5244,920.551
5245,864.255
5246,797.528
5247,975.263
5248,1189.59
5249,954.937
5250,784.994
5251,1165.62
5252,771.021
5253,1180.46
5254,1009.15
5255,970.995
5256,1020.34
5257,1289.72
5258,786.212
5259,970.302
5260,1519.85
5261,1146.36
5262,1259.21
5263,1198.75
5264,1085.52
5265,896.176
5266,933.172
5267,1432.03
5268,1001.81
5269,907.992
5270,922.228
5271,936.822
5272,883.559
5273,1312.57
5274,794.386
5275,942.755
5276,835.207
5277,1023.63
5278,1389.34
5279,1059.46
5280,901.131
5281,883.907
5282,1056.56
5283,996.948
5284,1470.27
5285,903.535
5286,875.506
5287,861.174
5288,1139.97
5289,694.146
5290,1303.8
5291,1008.21
5292,1213.86
5293,897.146
5294,1336.63
5295,996.41
5296,1043.32
5297,1254.89
5298,1052.02
5299,1498.14
5300,1173.68
5301,1329.01
5302,1020.81
5303,692.423
5304,1019.53
5305,770.217
5306,1056.21
5307,894.318
5308,1297.26
5309,1371.96
5310,1399.91
5311,987.228
5312,1157.91
5313,1131.34
5314,848.734
5315,829.277
5316,854.64
5317,1225.62
5318,659.194
5319,982.354
5320,935.404
5321,1060.13
5322,1287.92
5323,964.863
5324,1021.21
5325,1151.96
5326,1738.19
5327,1587.24
5328,1094.8
5329,999.142
5330,1191.37
5331,1399.74
5332,918.705
5333,1236.54
5334,1471.62
5335,960.403
5336,812.307
5337,770.49
5338,912.303
5339,1126.36
5340,841.105
5341,948.384
5342,1015.18
5343,1224.87
5344,1205.98
5345,1055.84
5346,908.285
5347,1083.45
5348,972.378
5349,852.408
5350,802.55
5351,1446.74
5352,1248.09
5353,1315.43
5354,1586.27
5355,1345.44
5356,621.079
5357,951.66
5358,1084.61
5359,1114.27
5360,760.212
5361,686.416
5362,887.205
5363,726.233
5364,931.84
5365,1157.14
5366,1157.92
5367,957.623
5368,1245.63
5369,876.815
5370,1286.84
5371,1037.84
5372,1003.1
5373,1567.87
5374,1610.26
5375,911.884
5376,1264.18
5377,1328.22
5378,882.456
5379,1105.81
5380,1087.71
5381,918.671
5382,1263.09
5383,1002.07
5384,820.37
5385,1054.78
5386,767.021
5387,1077.97
5388,1162.65
5389,907.805
5390,1065.64
5391,991.381
5392,901.771
5393,1363.82
5394,1082.93
5395,1111.59
5396,910.136
5397,906.569
5398,1101.48
5399,818.287
5400,1165.63
5401,1145.28
5402,666.505
5403,951.519
5404,745.958
5405,869.407
5406,790.3
5407,893.882
5408,1099.62
5409,1198.75
5410,847.298
5411,1190.18
5412,1293.19
5413,1161.43
5414,835.416
5415,928.113
5416,1010.94
5417,1113.34
5418,905.117
5419,1510.6
5420,926.824
5421,1012.75
5422,925.693
5423,1215.27
5424,1198.93
5425,1136.31
5426,948.467
5427,923.838
5428,1116.53
5429,1155.41
5430,839.786
5431,1089.74
5432,1246.51
5433,918.385
5434,823.405
5435,544.47
5436,1243.52
5437,913.081
5438,945.436
5439,881.412
5440,1063.92
5441,1135.44
5442,1287.91
5443,1078.74
5444,992.929
5445,1151.15
5446,937.918
5447,1521
5448,1113.6
5449,1414.3
5450,954.774
5451,1003.77
5452,1089.02
5453,897.352
5454,1328.01
5455,1066.91
5456,939.376
5457,1160.04
5458,815.474
5459,1178.93
5460,1488.38
5461,1312.01
5462,1228.07
5463,803.048
5464,1022.51
5465,1059.5
5466,1278.96
5467,1235.3
5468,1093.02
5469,1054.82
5470,1273.52
5471,1636.28
5472,935.093
5473,1056.87
5474,1027.12
5475,771.649
5476,677.322
5477,1146.53
5478,958.956
5479,967.305
5480,1103.66
5481,980.068
5482,1250.57
5483,1306.7
5484,1138.76
5485,1027.74
5486,1147.22
5487,1486.99
5488,1013.73
5489,916.277
5490,629.214
5491,992.823
5492,921.753
5493,1671.98
5494,951.332
5495,908.168
5496,1084.91
5497,1121.8
5498,820.217
5499,879.556
5500,865.241
5501,912.273
5502,1128.07
5503,1260.66
5504,1039.22
5505,1103.07
5506,706.932
5507,1003.84
5508,758.841
5509,860.719
5510,1368.73
5511,1526.06
5512,1524.96
5513,1271.92
5514,1249.4
5515,1037.51
5516,1425.23
5517,1072.72
5518,988.859
5519,1116.93
5520,945.249
5521,1290.55
5522,713.504
5523,933.268
5524,984.21
5525,922.703
5526,712.471
5527,893.296
5528,766.155
5529,1494.94
5530,963.252
5531,558.502
5532,937.329
5533,1419.41
5534,756.866
5535,1274.27
5536,1428.9
5537,1102.76
5538,1015.78
5539,858.877
5540,1158.1
5541,1534.96
5542,1025.04
5543,1024.08
5544,938.817
5545,1095.24
5546,769.945
5547,909.531
5548,1166.09
5549,1071.52
5550,1181.88
5551,940.653
5552,1622.21
5553,1239.52
5554,841.912
5555,1243.03
5556,1413.87
5557,1327.61
5558,1219.3
5559,940.132
5560,832.089
5561,996.354
5562,667.628
5563,1094.74
5564,1076.47
5565,899.403
5566,1400.59
5567,850.628
5568,1042.38
5569,911.844
5570,1017.91
5571,974.151
5572,838.353
5573,996.148
5574,939.044
5575,894.288
5576,893.962
5577,1116.43
5578,926.778
5579,916.363
5580,1444.03
5581,1364.11
5582,1269.21
5583,1228.29
5584,775.4
5585,957.879
5586,1059.02
5587,1171.81
5588,1105.85
5589,650.674
5590,1198.5
5591,785.401
5592,997.745
5593,1000.6
5594,787.08
5595,1055.96
5596,1236.1
5597,1007.38
5598,826.695
5599,1146
5600,1163.12
5601,802.345
5602,1017.83
5603,787.638
5604,1065.04
5605,1068.16
5606,863.429
5607,1547.62
5608,1206.76
5609,968.723
5610,911.518
5611,790.616
5612,1347.12
5613,1107.12
5614,851.781
5615,1066.79
5616,1770.83
5617,813.564
5618,1204.03
5619,1057.48
5620,1358.97
5621,752.836
5622,1165.81
5623,1132.21
5624,880.344
5625,1097.54
5626,1076.74
5627,713.795
5628,1253.9
5629,874.354
5630,964.391
5631,778.451
5632,871.401
5633,1354.66
5634,1123.92
5635,736.193
5636,1132.83
5637,1233.35
5638,1117.02
5639,1153.59
5640,1022.27
5641,866.749
5642,836.087
5643,683.061
5644,1372.07
5645,811.128
5646,819.385
5647,1006.74
5648,970.999
5649,942.229
5650,1120.88
5651,817.703
5652,899.317
5653,906.872
5654,987.96
5655,784.943
5656,746.497
5657,1015.91
5658,899.555
5659,811.342
5660,1284.34
5661,1103.11
5662,1274.92
5663,1343.38
5664,1029.13
5665,1239.64
5666,1606.73
5667,998.914
5668,1364.56
5669,1232.58
5670,1490.92
5671,1214.7
5672,1076.19
5673,919.706
5674,880.839
5675,860.661
5676,1076.33
5677,858.685
5678,922.586
5679,871.956
5680,814.893
5681,811.516
5682,911.003
5683,1345.54
5684,726.756
5685,1253.89
5686,1220.36
5687,1147.96
5688,572.739
5689,1057.52
